STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/20/17,10.96,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/21/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/22/17,8.05,,0.12,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/23/17,6.49,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/24/17,5.82,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/25/17,14.99,,0.63,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/26/17,10.29,,0.55,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/27/17,9.17,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/28/17,8.05,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/29/17,10.51,,0.05,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/30/17,7.16,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/31/17,7.83,,0.06,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/1/17,9.84,,0.16,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/2/17,13.65,,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/3/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/4/17,9.84,,0.18,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/5/17,15.88,,0.59,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/6/17,16.78,,0.8,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/7/17,8.05,,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/8/17,7.61,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/9/17,10.07,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/10/17,11.41,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/11/17,14.32,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/12/17,10.96,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/13/17,10.51,,0.53,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/14/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/15/17,11.63,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/16/17,10.29,,2.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/17/17,4.92,,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/18/17,13.2,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/19/17,15.88,,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/20/17,13.87,,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/21/17,12.75,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/22/17,8.28,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/23/17,12.08,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/24/17,12.97,,0.08,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/25/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/26/17,11.41,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/27/17,9.62,,0.08,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/28/17,10.96,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/29/17,12.53,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/30/17,13.42,,0.07,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/1/17,13.87,,0.11,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/2/17,11.41,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/3/17,12.97,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/4/17,6.26,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/5/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/6/17,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/7/17,8.28,,0.3,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/8/17,9.17,,0.4,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/9/17,11.86,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/10/17,12.53,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/11/17,8.05,,0.17,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/12/17,7.61,,1.33,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/13/17,10.51,,0.14,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/14/17,7.38,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/15/17,6.71,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/16/17,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/17/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/18/17,7.83,,0.12,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/19/17,8.95,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/20/17,7.61,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/21/17,10.29,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/22/17,7.61,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/23/17,11.63,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/24/17,13.65,,1.41,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/25/17,8.28,,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/26/17,8.28,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/27/17,12.3,,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/28/17,7.83,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/29/17,13.87,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/30/17,10.07,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/31/17,8.5,1803,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/1/17,7.61,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/2/17,8.5,,0.96,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/3/17,10.07,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/4/17,10.07,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/5/17,9.84,,0.16,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/6/17,14.09,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/7/17,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/8/17,8.28,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/9/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/10/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/11/17,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/12/17,8.95,,0.1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/13/17,10.07,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/14/17,5.82,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/15/17,8.95,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/16/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/17/17,7.83,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/18/17,10.74,,0.24,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/19/17,6.26,,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/20/17,10.74,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/21/17,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/22/17,12.75,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/23/17,12.3,,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/24/17,7.83,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/25/17,7.83,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/26/17,7.61,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/27/17,7.61,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/28/17,6.71,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/29/17,7.38,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/30/17,9.17,,0.07,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/31/17,12.08,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/1/17,14.76,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/2/17,9.84,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/3/17,12.97,,0.28,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/4/17,13.87,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/5/17,17,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/6/17,8.28,,0.22,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/7/17,10.74,,0.6,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/8/17,10.29,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/9/17,8.28,,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/10/17,8.72,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/11/17,9.84,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/12/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/13/17,8.5,,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/14/17,11.18,,0.33,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/15/17,6.93,,0.21,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/16/17,4.25,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/17/17,4.47,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/18/17,6.71,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/19/17,13.65,,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/20/17,20.13,,0.27,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/21/17,23.04,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/22/17,22.15,,0.16,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/23/17,8.95,,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/24/17,3.13,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/25/17,4.7,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/26/17,4.92,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/27/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/28/17,13.2,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/29/17,9.4,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",9/30/17,10.51,,1.55,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/1/17,8.28,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/2/17,8.5,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/3/17,8.95,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/4/17,15.88,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/5/17,10.74,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/6/17,6.26,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/7/17,8.95,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/8/17,13.87,,0.11,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/9/17,10.96,,0.27,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/10/17,10.74,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/11/17,10.29,,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/12/17,13.65,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/13/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/14/17,3.13,,0.1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/15/17,13.42,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/16/17,13.65,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/17/17,10.29,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/18/17,9.4,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/19/17,13.2,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/20/17,12.3,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/21/17,6.71,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/22/17,4.7,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/23/17,4.03,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/24/17,18.57,,0.07,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/25/17,8.5,,1.29,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/26/17,12.75,,0.35,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/27/17,10.96,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/28/17,8.72,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/29/17,16.78,,1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/30/17,22.82,,0.94,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/31/17,12.97,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/1/17,6.49,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/2/17,9.17,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/3/17,14.76,,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/4/17,10.51,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/5/17,10.29,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/6/17,13.42,,0.08,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/7/17,10.29,,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/8/17,11.63,,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/9/17,7.38,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/10/17,18.34,,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/11/17,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/12/17,3.8,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/13/17,9.17,,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/14/17,9.84,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/15/17,8.05,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/16/17,10.07,,0.19,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/17/17,16.11,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/18/17,6.71,,0.09,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/19/17,18.34,,0.23,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/20/17,16.11,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/21/17,14.32,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/22/17,11.18,,0.89,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/23/17,9.17,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/24/17,9.17,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/25/17,10.74,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/26/17,15.43,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/27/17,12.97,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/28/17,9.17,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/29/17,16.55,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/30/17,7.83,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/1/17,10.29,1501,0.09,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/2/17,5.14,45,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/3/17,4.92,1403,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/4/17,7.16,2129,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/5/17,15.88,2323,0.08,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/6/17,14.09,11,0.46,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/7/17,11.41,742,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/8/17,9.62,1309,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/9/17,7.61,1847,0.66,5.8
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/10/17,12.3,1416,0.03,0.3
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/11/17,9.4,1153,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/12/17,11.41,1857,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/13/17,21.03,1732,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/14/17,14.76,0,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/15/17,7.38,4,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/16/17,13.65,1355,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/17/17,9.62,47,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/18/17,3.58,2309,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/19/17,11.41,1949,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/20/17,15.66,955,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/21/17,10.07,813,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/22/17,8.95,1621,0.1,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/23/17,7.83,1903,0.58,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/24/17,11.18,2243,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/25/17,19.01,1506,0.44,2.9
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/26/17,15.21,1027,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/27/17,13.42,523,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/28/17,17.22,1351,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/29/17,11.63,1930,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/30/17,8.5,52,0.01,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/31/17,15.43,1320,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/1/18,16.33,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/2/18,12.75,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/3/18,9.4,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/4/18,22.59,,1.35,13.4
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/5/18,24.83,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/6/18,21.92,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/7/18,16.11,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/8/18,16.78,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/9/18,13.87,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/10/18,7.38,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/11/18,11.18,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/12/18,14.76,,0.62,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/13/18,20.13,,1.24,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/14/18,11.63,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/15/18,13.65,,0,0.3
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/16/18,5.14,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/17/18,6.49,,0.21,1.7
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/18/18,11.18,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/19/18,9.62,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/20/18,14.32,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/21/18,6.04,,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/22/18,4.92,,0.06,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/23/18,9.17,1506,1.26,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/24/18,14.54,2249,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/25/18,16.11,1916,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/26/18,11.41,9,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/27/18,16.33,1337,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/28/18,10.29,209,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/29/18,15.88,2207,0,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/30/18,15.21,2255,0.15,2.3
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/31/18,13.2,4,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/1/18,13.42,14,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/2/18,17.45,1340,0.25,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/3/18,12.97,1223,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/4/18,10.74,751,0.29,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/5/18,13.42,1120,0.36,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/6/18,8.28,1037,0,0
